episode,total_reward,cache_hits,cache_misses,enhanced_layer_cache_hits,enhanced_layer_cache_misses,base_layer_cache_hits,base_layer_cache_misses,epsilon
89,-37.27800841542353,93938,26876,12034,12780,81904,14096,0.4047319726783239
90,6118.985866149164,105288,15464,11990,12762,93298,2702,0.40068465295154065
91,3823.0066031339557,100677,20159,12454,12382,88223,7777,0.39667780642202527
92,3130.463870613794,99447,21363,13146,11664,86301,9699,0.392711028357805
93,2879.4414874955855,99318,21426,12365,12379,86953,9047,0.38878391807422696
94,5522.364457731964,103984,16822,11341,13465,92643,3357,0.3848960788934847
95,577.0398038439217,95301,25525,12307,12519,82994,13006,0.38104711810454983
96,5374.016025668942,104023,16753,12166,12610,91857,4143,0.37723664692350434
97,2148.262958455274,98202,22636,10780,14058,87422,8578,0.37346428045426927
98,4397.451971044769,102426,18338,10385,14379,92041,3959,0.36972963764972655
99,3012.2165167719945,99186,21602,14709,10079,84477,11523,0.36603234127322926
100,3397.319261580941,100127,20618,11517,13228,88610,7390,0.36237201786049694
101,6862.060835885704,106226,14691,12726,12191,93500,2500,0.358748297681892
102,99.17857121914072,94457,26411,13657,11211,80800,15200,0.35516081470507305
103,2061.196674838811,97902,22840,12001,12741,85901,10099,0.3516092065580223
104,1949.207086848006,97421,23444,11816,13049,85605,10395,0.34809311449244207
105,4836.178644655242,102843,18103,13613,11333,89230,6770,0.34461218334751764
106,20.904898319954714,94311,26738,12690,12359,81621,14379,0.34116606151404244
107,-39.34798831884541,94111,26614,13561,11164,80550,15450,0.337754400898902
108,6694.075046926111,106020,14916,13416,11520,92604,3396,0.334376856889913
109,4738.751807364278,102379,18389,13165,11603,89214,6786,0.33103308832101386
110,1213.3494068767075,95978,24754,11809,12923,84169,11831,0.3277227574378037
111,4137.841391724856,101725,19148,11478,13395,90247,5753,0.3244455298634257
112,4244.897748521923,101897,18943,11818,13022,90079,5921,0.3212010745647914
113,1674.153769416147,97287,23438,11123,13602,86164,9836,0.3179890638191435
114,3642.496916822667,100907,19823,9444,15286,91463,4537,0.31480917318095203
115,2266.3964076076218,98316,22477,11563,13230,86753,9247,0.3116610814491425
116,-19.53104298620346,93807,27064,12266,12605,81541,14459,0.30854447063465107
117,3031.532982295745,99999,20825,10329,14495,89670,6330,0.30545902592830454
118,4650.204275160727,102206,18550,13870,10886,88336,7664,0.3024044356690215
119,2699.4127934776893,99212,21500,11089,13623,88123,7877,0.29938039131233124
120,2820.3937054749176,99780,21163,9341,15602,90439,5561,0.2963865873992079
121,2525.8701229572357,98700,22153,11171,13682,87529,8471,0.29342272152521587
122,1042.4157567758855,96406,24495,9708,15193,86698,9302,0.2904884943099637
123,6283.907145431132,105802,15058,12102,12758,93700,2300,0.28758360936686406
124,2435.2707466806705,98501,22279,11769,13011,86732,9268,0.2847077732731954
125,4921.644461329592,102218,18714,15318,9614,86900,9100,0.28186069554046345
126,2367.2845325469184,98202,22661,14556,10307,83646,12354,0.2790420885850588
127,2267.163167484045,98149,22760,11873,13036,86276,9724,0.2762516676992082
128,4314.486380212968,101840,19021,12134,12727,89706,6294,0.27348915102221616
129,3068.3478720853554,100121,20689,11727,13083,88394,7606,0.270754259511994
130,4370.414099839246,102312,18478,12046,12744,90266,5734,0.26804671691687404
131,2885.982658330646,99614,21212,12409,12417,87205,8795,0.2653662497477053
132,5738.348821958558,104693,16064,13229,11528,91464,4536,0.2627125872502282
133,5739.121097366075,104439,16227,12651,12015,91788,4212,0.2600854613777259
134,3236.5693031019873,100224,20527,12539,12212,87685,8315,0.2574846067639487
135,3186.625770121616,99876,20930,12230,12576,87646,8354,0.2549097606963092
136,4479.442811114249,102028,18966,10653,14341,91375,4625,0.2523606630893461
137,998.4532190215223,95808,24999,9853,14954,85955,10045,0.24983705645845267
138,4838.665593231214,103158,17602,9009,15751,94149,1851,0.24733868589386815
139,5954.196350383778,104690,16117,12728,12079,91962,4038,0.24486529903492946
140,3834.81920956942,100734,19929,12004,12659,88730,7270,0.24241664604458016
141,4924.792376394228,103221,17481,11764,12938,91457,4543,0.23999247958413436
142,2159.6743488788493,98023,23151,11671,13503,86352,9648,0.23759255478829303
143,3902.3311288624955,101018,19757,12540,12235,88478,7522,0.2352166292404101
144,4233.711473371719,101967,18791,11841,12917,90126,5874,0.232864462948006
145,2702.3643543080584,98527,22233,11632,13128,86895,9105,0.23053581831852593
146,4608.76498058276,102782,18119,12946,11955,89836,6164,0.22823046013534068
147,3061.7992500465407,99658,21266,12042,12882,87616,8384,0.22594815553398728
148,5373.643598303868,103698,17096,15780,9014,87918,8082,0.22368867397864742
149,6213.913353531645,105420,15423,13209,11634,92211,3789,0.22145178723886094
150,2990.3656702274266,99419,21505,13288,11636,86131,9869,0.21923726936647234
151,454.0870807445939,94927,25756,13534,11149,81393,14607,0.2170448966728076
152,354.33386556788196,94406,26358,11664,13100,82742,13258,0.21487444770607952
153,231.34115272680157,94758,26146,12011,12893,82747,13253,0.21272570322901874
154,4774.291634701446,103312,17569,12049,12832,91263,4737,0.21059844619672854
155,-949.9178879352052,91961,28746,10344,14363,81617,14383,0.20849246173476127
156,-2461.928817765677,89019,31727,10784,13962,78235,17765,0.20640753711741366
157,-944.9664732986975,92402,28503,10777,14128,81625,14375,0.20434346174623952
158,4886.3004320262935,103169,17607,9799,14977,93370,2630,0.20230002712877712
159,4636.015094901568,102538,18209,12128,12619,90410,5590,0.20027702685748935
160,4987.042867629452,103211,17482,12465,12228,90746,5254,0.19827425658891445
161,2048.0445180635948,97903,23181,11360,13724,86543,9457,0.1962915140230253
162,3953.211281935031,100822,19969,11638,13153,89184,6816,0.19432859888279505
163,2106.7479290318115,98327,22506,9851,14982,88476,7524,0.1923853128939671
164,4099.0901729126,101705,19092,10162,14635,91543,4457,0.19046145976502743
165,4715.538851389961,102867,17955,12139,12683,90728,5272,0.18855684516737714
166,5144.530563920875,102990,17921,14994,9917,87996,8004,0.18667127671570335
167,5798.936493331961,104702,16172,12772,12102,91930,4070,0.18480456394854633
168,1124.9639105562362,95466,25436,11332,13570,84134,11866,0.18295651830906087
169,3669.2825264352828,100832,19895,11732,12995,89100,6900,0.18112695312597027
170,352.91532167260414,94786,25917,11903,12800,82883,13117,0.17931568359471056
171,3944.9031006745186,101376,19476,10579,14273,90797,5203,0.17752252675876345
172,379.51505237490596,94510,26410,11263,13657,83247,12753,0.17574730149117582
173,1005.88330152841,95942,24941,11925,12958,84017,11983,0.17398982847626407
174,1987.1117964614077,97772,23068,11143,13697,86629,9371,0.17224993019150142
175,1653.5090556805444,96808,24114,11624,13298,85184,10816,0.1705274308895864
176,91.69060506299684,94248,26752,10940,14060,83308,12692,0.16882215658069055
177,3174.8291979365094,100065,20719,8539,16245,91526,4474,0.16713393501488363
178,3368.9870756222595,100421,20241,9959,14703,90462,5538,0.16546259566473479
179,4265.111784130814,102396,18395,9506,15285,92890,3110,0.16380796970808745
180,2506.737721100375,98785,22046,11193,13638,87592,8408,0.16216989001100657
181,2638.211070319382,99009,21880,9508,15381,89501,6499,0.1605481911108965
182,4194.166233694779,102146,18651,8945,15852,93201,2799,0.15894270919978754
183,2161.5182269852603,98247,22544,10374,14417,87873,8127,0.15735328210778965
184,3667.506445496066,100596,20251,11329,13518,89267,6733,0.15577974928671176
185,309.5722486073505,94292,26592,11525,13359,82767,13233,0.15422195179384465
186,2044.4487652906234,98102,22759,9095,15766,89007,6993,0.1526797322759062
187,4366.252892679652,102428,18430,10522,14336,91906,4094,0.15115293495314713
188,5017.146773796767,103412,17391,12211,12592,91201,4799,0.14964140560361566
189,4030.1360000729765,101522,19328,12962,11888,88560,7440,0.1481449915475795
190,-2294.167738844855,88548,32108,12264,12392,76284,19716,0.1466635416321037
191,5816.261201034676,104915,15965,12152,12728,92763,3237,0.14519690621578268
192,3801.948782581409,100936,19998,12398,12536,88538,7462,0.14374493715362485
193,5218.535912457751,103988,16829,11439,13378,92549,3451,0.1423074877820886
194,3005.750481824187,99277,21695,14432,10540,84845,11155,0.1408844129042677
195,2329.1198325226164,98006,22860,11164,13702,86842,9158,0.13947556877522502
196,4548.694017734736,102176,18641,11071,13746,91105,4895,0.13808081308747278
197,448.9719533436514,94830,25937,11519,13248,83311,12689,0.13670000495659804
198,-1760.8925952859704,90706,30157,9721,15142,80985,15015,0.13533300490703207
199,4057.524493792004,102166,18636,7437,17365,94729,1271,0.13397967485796175
