episode,total_reward,cache_hits,cache_misses,enhanced_layer_cache_hits,enhanced_layer_cache_misses,base_layer_cache_hits,base_layer_cache_misses,epsilon
117,10269.587402598092,115497,5295,20158,4634,95339,661,0.16806419464447211
118,8447.662405984987,112552,8164,18454,6262,94098,1902,0.16554323172480503
119,10102.938451207914,115652,5311,19914,5049,95738,262,0.16306008324893295
120,6762.438936118654,108508,12274,18141,6641,90367,5633,0.16061418200019895
121,9700.803107671656,115040,5686,19890,4836,95150,850,0.15820496927019595
122,9087.693319426136,113396,7451,19377,5470,94019,1981,0.155831894731143
123,9977.906456359808,115990,5027,20334,4683,95656,344,0.15349441631017585
124,9106.020731187858,114110,6783,19241,5652,94869,1131,0.15119200006552322
125,10413.63832890975,116207,4774,20215,4766,95992,8,0.14892412006454037
126,9113.195626840237,113986,6973,19174,5785,94812,1188,0.14669025826357227
127,9607.485765937487,114701,6029,19484,5246,95217,783,0.14448990438961867
128,8821.14160101303,113320,7563,19639,5244,93681,2319,0.1423225558237744
129,9052.2080775024,113593,7214,19498,5309,94095,1905,0.14018771748641778
130,9030.108335893603,113441,7521,18968,5994,94473,1527,0.13808490172412152
131,10282.303395874585,115416,5412,20086,4742,95330,670,0.1360136281982597
132,8902.749978702068,113285,7511,18913,5883,94372,1628,0.13397342377528582
133,9618.63245627118,114669,6265,19684,5250,94985,1015,0.13196382241865653
134,8639.306438704578,112791,7887,19011,5667,93780,2220,0.12998436508237668
135,9948.766047180648,115256,5689,19655,5290,95601,399,0.12803459960614103
136,10057.424306402188,115527,5092,19694,4925,95833,167,0.1261140806120489
137,9746.818625268757,114653,6217,19052,5818,95601,399,0.12422236940286817
138,9623.192102862458,115059,5674,20089,4644,94970,1030,0.12235903386182514
139,9555.961565628315,114489,6355,19621,5223,94868,1132,0.12052364835389777
140,10523.851452947301,116268,4498,20340,4426,95928,72,0.1187157936285893
141,9726.078050236412,115362,5531,19793,5100,95569,431,0.11693505672416046
142,10305.955332269003,116655,4020,20727,3948,95928,72,0.11518103087329805
143,9208.060682358177,113851,6891,19581,5161,94270,1730,0.11345331541019858
144,9199.531331666247,114265,6466,19586,5145,94679,1321,0.11175151567904561
145,9572.40571070764,114273,6566,20373,4466,93900,2100,0.11007524294385992
146,9377.604884195332,114598,6389,19680,5307,94918,1082,0.10842411429970203
147,9127.014364043303,114316,6479,19322,5473,94994,1006,0.1067977525852065
148,10075.39239956401,115488,5328,20290,4526,95198,802,0.10519578629642841
149,10560.38992031411,115703,4979,19844,4838,95859,141,0.10361784950198198
150,11054.338203437774,116715,4079,20715,4079,96000,0,0.10206358175945225
151,10459.26405369423,115976,4816,20644,4148,95332,668,0.10053262803306047
152,10184.12792971105,115831,4829,20042,4618,95789,211,0.09902463861256457
153,10488.07488228413,116392,4507,20542,4357,95850,150,0.09753926903337609
154,10210.172222315541,115962,4842,20231,4573,95731,269,0.09607617999787545
155,9770.342571498253,115124,5909,20052,4981,95072,928,0.09463503729790732
156,10227.30316583858,115381,5391,20065,4707,95316,684,0.0932155117384387
157,9473.745867771851,114956,5928,20550,4334,94406,1594,0.09181727906236212
158,10503.860327670085,115900,4920,20388,4432,95512,488,0.09044001987642668
159,8749.92798419888,112831,7898,19162,5567,93669,2331,0.08908341957828028
160,10056.949319409012,115897,4980,19937,4940,95960,40,0.08774716828460608
161,9024.770013461604,113202,7558,20209,4551,92993,3007,0.08643096076033699
162,10179.07825146017,115983,4929,20838,4074,95145,855,0.08513449634893193
163,10547.207967543975,116032,4699,20091,4640,95941,59,0.08385747890369795
164,10436.4657796102,117028,3900,21465,3463,95563,437,0.08259961672014247
165,10656.574868637417,116986,3856,20986,3856,96000,0,0.08136062246934034
166,10686.233544972327,116504,4350,20695,4159,95809,191,0.08014021313230023
167,9771.992582083622,114183,6577,20008,4752,94175,1825,0.07893810993531572
168,10754.846879017708,116039,4638,20331,4346,95708,292,0.07775403828628598
169,9066.745643700164,113843,7144,20063,4924,93780,2220,0.07658772771199168
170,10537.220902665631,115986,4867,20710,4143,95276,724,0.0754389117963118
171,8804.789836880389,112820,8030,19368,5482,93452,2548,0.07430732811936713
172,9743.409823092747,115027,6002,20089,4940,94938,1062,0.07319271819757663
173,11085.505531719815,117434,3407,21434,3407,96000,0,0.07209482742461297
174,10516.866450689287,116866,4012,21214,3664,95652,348,0.07101340501324377
175,10459.491468665397,116070,4661,20486,4245,95584,416,0.06994820393804511
176,9513.06103838264,114584,6373,20430,4527,94154,1846,0.06889898087897443
177,9811.932900397876,115094,5727,20029,4792,95065,935,0.06786549616578981
178,8179.68604146492,112110,8701,18548,6263,93562,2438,0.06684751372330296
179,11086.825739096023,116851,3833,20851,3833,96000,0,0.06584480101745341
180,10553.389531425255,116227,4417,20977,3667,95250,750,0.06485712900219161
181,10715.00920338951,117339,3566,21339,3566,96000,0,0.06388427206715873
182,9690.991408361386,114983,5861,20766,4078,94217,1783,0.06292600798615135
183,9156.50618370179,114165,6781,19744,5202,94421,1579,0.06198211786635908
184,10102.560412636572,115942,4881,20578,4245,95364,636,0.06105238609836369
185,9187.555818752357,114183,6716,20590,4309,93593,2407,0.060136600306888235
186,10175.000693514694,115363,5494,20437,4420,94926,1074,0.05923455130228491
187,10920.021954961405,116390,4446,20494,4342,95896,104,0.058346033032750634
188,10471.557238132586,116397,4403,20459,4341,95938,62,0.05747084253725938
189,9280.394875674723,114271,6689,19936,5024,94335,1665,0.05660877989920048
190,9020.929683589888,113907,7106,19347,5666,94560,1440,0.055759648200712476
191,9701.885490649665,115300,5440,20621,4119,94679,1321,0.054923253477701786
192,10887.375119292365,116762,4127,20802,4087,95960,40,0.054099404675536256
193,10782.895003960393,116926,3826,21101,3651,95825,175,0.05328791360540321
194,10118.519118248465,115790,5002,20340,4452,95450,550,0.05248859490132216
195,11034.107199031609,117210,3656,21330,3536,95880,120,0.05170126597780233
196,5992.475006510373,107293,13556,18407,6442,88886,7114,0.05092574698813529
197,10022.213099099346,115968,4881,20072,4777,95896,104,0.05016186078331326
198,10561.53046840004,116088,4706,20231,4563,95857,143,0.05
199,9187.780896480754,113189,7929,19515,5603,93674,2326,0.05
